epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.18784530460834503,5.733274459838867,0.1661195605993271,,5.828023910522461,0.0029999991778071975,0.029999991775604574,100,250,100,100,250,3000,,cosine_inc_closed_form,1.8614530563354492,1.9944628477096558,5.172408580780029,1.0774178504943848,76.67526245117188,182.35781860351562,0.07010969519615173,351.1470642089844,77.51122283935547,182.5843963623047,0.0696466714143753,377.2688293457031,77.64967346191406,181.7551727294922,0.06921809911727905,1072.8521728515625,1.006194829940796,1.0418444871902466,0.9019402265548706,25.006359100341797,4036.5344042396073
500,0.0013552862219512463,21.399450302124023,0.45215609669685364,,28.668994903564453,0.002798319244714399,0.027982587203130117,110,250,100,100,250,3000,,cosine_inc_closed_form,1.851967692375183,1.9936140775680542,6.14746618270874,1.0833990573883057,40.041419982910156,149.65957641601562,0.3010282814502716,496.27435302734375,16.43263816833496,140.01620483398438,0.5085514783859253,4988.91650390625,13.197894096374512,95.35148620605469,0.7465109825134277,45742.56640625,1.151915192604065,1.5425690412521362,0.30745643377304077,8.025932312011719,552965.6079002082
1000,0.0008645648485980928,21.53719139099121,0.4732261002063751,,30.672073364257812,0.0022488896930788083,0.022486642848506554,138,250,100,100,250,3000,,cosine_inc_closed_form,1.8515150547027588,1.9935718774795532,6.1498703956604,1.0836869478225708,40.82780075073242,150.27305603027344,0.30242952704429626,3248.61328125,21.40559196472168,149.40444946289062,0.44117775559425354,5002.28515625,13.586206436157227,99.01181030273438,0.7346958518028259,5223.56494140625,1.1655910015106201,1.5796406269073486,0.3056176006793976,7.492783546447754,471660.68307581934
1500,0.00045159945148043334,21.920549392700195,0.4951559603214264,,33.485191345214844,0.0014989297275589744,0.014984792563201585,175,250,100,100,250,3000,,cosine_inc_closed_form,1.8518235683441162,1.9936009645462036,6.150129318237305,1.0834907293319702,41.53696060180664,150.12738037109375,0.3036220371723175,3331.344482421875,22.804563522338867,151.14620971679688,0.42652514576911926,1959.1640625,14.149984359741211,104.24528503417969,0.7178086638450623,18590.85546875,1.170332908630371,1.5928879976272583,0.30628642439842224,7.281856060028076,448268.87663726683
2000,0.00016329725622199476,21.981910705566406,0.49663427472114563,,37.98752975463867,0.0007493905152716124,0.007487151072902001,213,250,100,100,250,3000,,cosine_inc_closed_form,1.851754903793335,1.9935942888259888,6.150321960449219,1.0835343599319458,41.659427642822266,150.0661163330078,0.30549466609954834,142344.65625,23.304851531982422,151.70281982421875,0.42197394371032715,1135.3096923828125,14.813215255737305,107.71627044677734,0.7100529670715332,6324.54150390625,1.1752007007598877,1.605218529701233,0.3086642026901245,7.152434349060059,444840.26897201024
2500,5.4607935453532264e-05,21.948688507080078,0.4868806302547455,,42.66253662109375,0.00020111048284457737,0.0020027053600715143,240,250,100,100,250,3000,,cosine_inc_closed_form,1.8517698049545288,1.993595838546753,6.150373935699463,1.0835248231887817,41.796390533447266,150.2521209716797,0.3058657646179199,3192.1865234375,23.432205200195312,151.77069091796875,0.4214828610420227,20928.009765625,14.95347785949707,108.3683853149414,0.7166306972503662,7256.0205078125,1.1796276569366455,1.6154967546463013,0.3124687373638153,7.0895562171936035,454521.3157665306
2999,4.156017166678794e-05,21.91847801208496,0.48128029704093933,,43.8132438659668,1e-06,1e-06,250,250,100,100,250,3000,,cosine_inc_closed_form,1.85178542137146,1.9935972690582275,6.15039587020874,1.083514928817749,41.77688217163086,150.38760375976562,0.3062407374382019,2443.1904296875,23.33625030517578,151.71188354492188,0.4226483702659607,5520755.0,14.979514122009277,108.56394958496094,0.7199749946594238,8436.685546875,1.180503487586975,1.6173971891403198,0.31386613845825195,7.084539413452148,460518.4915427389
