Epoch,stable_rank_layer_0,effective_rank_layer_0,spectral_norm_layer_0,condition_number_layer_0,stable_rank_layer_1,effective_rank_layer_1,spectral_norm_layer_1,condition_number_layer_1,stable_rank_layer_2,effective_rank_layer_2,spectral_norm_layer_2,condition_number_layer_2,stable_rank_layer_3,effective_rank_layer_3,spectral_norm_layer_3,condition_number_layer_3,stable_rank_layer_4,effective_rank_layer_4,spectral_norm_layer_4,condition_number_layer_4,end_to_end_bound
0,1.8601857423782349,1.9943534135818481,5.161262512207031,1.0782113075256348,67.47511291503906,173.52108764648438,0.0825875848531723,1573.27734375,6.082915306091309,119.9776382446289,0.27805808186531067,4017.8671875,5.627556800842285,114.4301986694336,0.2860772907733917,3807.325439453125,2.1171019077301025,2.877897024154663,0.04813515022397041,1.3611942529678345,inf
500,1.86048424243927,1.9943792819976807,5.157009124755859,1.07802414894104,14.007574081420898,144.1051025390625,0.3928605914115906,5254.16015625,1.4854694604873657,9.342303276062012,1.5788801908493042,21442.267578125,1.822158694267273,15.46441650390625,1.0953664779663086,6265.87255859375,1.4014685153961182,2.1187779903411865,0.19289162755012512,3.344932794570923,inf
1000,1.8604841232299805,1.9943794012069702,5.157018184661865,1.0780243873596191,14.287875175476074,145.36392211914062,0.38972336053848267,2827.7197265625,1.5344669818878174,10.629318237304688,1.515643835067749,20562.396484375,1.860527753829956,16.615541458129883,1.0783405303955078,29305.30078125,1.4615229368209839,2.196430206298828,0.1901259571313858,3.195985794067383,inf
1500,1.8605010509490967,1.9943807125091553,5.1568779945373535,1.0780137777328491,14.392820358276367,145.88819885253906,0.38844624161720276,6069.75341796875,1.5690550804138184,11.559508323669434,1.46570885181427,9016.3388671875,1.894887089729309,17.61345863342285,1.0620449781417847,12964.669921875,1.4947901964187622,2.234494209289551,0.18528220057487488,3.1191859245300293,inf
2000,1.860533356666565,1.9943835735321045,5.156863689422607,1.0779935121536255,14.426406860351562,146.0725860595703,0.38844814896583557,4509.6376953125,1.595888614654541,12.28711223602295,1.4444383382797241,75412.1015625,1.9635024070739746,19.454242706298828,1.0572043657302856,13333.775390625,1.4932500123977661,2.2255611419677734,0.19135047495365143,3.1784350872039795,inf
2500,1.8605800867080688,1.9943876266479492,5.156754493713379,1.077964186668396,14.467195510864258,146.2393035888672,0.3878854513168335,2911.44921875,1.608744502067566,12.63785171508789,1.4318935871124268,19652.083984375,1.9974979162216187,20.440711975097656,1.0559732913970947,9634.162109375,1.489803671836853,2.217904806137085,0.19392292201519012,3.2171850204467773,inf
3000,1.8605927228927612,1.9943888187408447,5.156698226928711,1.0779563188552856,14.487462997436523,146.32899475097656,0.38774561882019043,2518.472900390625,1.6123679876327515,12.737071990966797,1.4296166896820068,29624.212890625,2.022467613220215,21.18465232849121,1.058889627456665,17106.142578125,1.4800262451171875,2.2020249366760254,0.19748105108737946,3.2820818424224854,inf
3500,1.860603928565979,1.9943896532058716,5.156623840332031,1.0779494047164917,14.492143630981445,146.362548828125,0.38777956366539,1988.0377197265625,1.6118205785751343,12.725043296813965,1.4319730997085571,52151.89453125,2.0399057865142822,21.713050842285156,1.0639909505844116,34558.6796875,1.4696831703186035,2.185609817504883,0.2011582851409912,3.3483803272247314,inf
4000,1.8606001138687134,1.994389295578003,5.156615734100342,1.0779517889022827,14.495179176330566,146.384765625,0.38780662417411804,1590.72900390625,1.6104129552841187,12.690740585327148,1.4346790313720703,40214.5546875,2.0490970611572266,22.003337860107422,1.0690149068832397,193846.4375,1.4607231616973877,2.1717967987060547,0.20402158796787262,3.4026098251342773,inf
4500,1.8605971336364746,1.9943891763687134,5.156620502471924,1.077953577041626,14.496476173400879,146.39215087890625,0.3878084719181061,1396.9710693359375,1.6099472045898438,12.679461479187012,1.4355798959732056,60928.0078125,2.052363634109497,22.109378814697266,1.0711020231246948,21413.455078125,1.4572480916976929,2.1664397716522217,0.205113485455513,3.4236555099487305,inf
4999,1.860595941543579,1.9943891763687134,5.1566243171691895,1.0779544115066528,14.497050285339355,146.3939666748047,0.38780477643013,1372.358154296875,1.6098545789718628,12.677186965942383,1.435750961303711,87486.0859375,2.0529682636260986,22.12898063659668,1.0714836120605469,20023.736328125,1.4566224813461304,2.165472984313965,0.2053127884864807,3.42746639251709,inf
