Epoch,stable_rank_layer_0,effective_rank_layer_0,spectral_norm_layer_0,condition_number_layer_0,stable_rank_layer_1,effective_rank_layer_1,spectral_norm_layer_1,condition_number_layer_1,stable_rank_layer_2,effective_rank_layer_2,spectral_norm_layer_2,condition_number_layer_2,stable_rank_layer_3,effective_rank_layer_3,spectral_norm_layer_3,condition_number_layer_3,stable_rank_layer_4,effective_rank_layer_4,spectral_norm_layer_4,condition_number_layer_4,end_to_end_bound
0,1.8423250913619995,1.9926795959472656,5.235074043273926,1.0895825624465942,76.52470397949219,182.12379455566406,0.07017678767442703,1962.0499267578125,77.45137023925781,182.45419311523438,0.06980232149362564,297.1983642578125,77.65900421142578,181.48219299316406,0.06915847212076187,4807.30517578125,1.011890172958374,1.073778510093689,0.8993347883224487,16.441452026367188,inf
500,1.866800308227539,1.9949109554290771,7.249212741851807,1.074089527130127,88.15515899658203,192.27137756347656,0.5698508620262146,1034.0078125,81.3410873413086,192.9915008544922,0.697510302066803,591.3656005859375,84.6327133178711,195.74868774414062,0.963589608669281,47540.6796875,1.0015140771865845,1.0114657878875732,0.5250818133354187,283.8984069824219,inf
1000,1.753374695777893,1.980247974395752,12.767805099487305,1.1521114110946655,80.0452651977539,186.48968505859375,0.7493585348129272,858.9764404296875,81.73988342285156,187.71311950683594,0.8285261392593384,610.1063232421875,83.05536651611328,190.9200897216797,1.0917668342590332,14572.4697265625,1.0008397102355957,1.0068773031234741,0.5612229108810425,265.65740966796875,inf
1500,1.8648844957351685,1.9947528839111328,18.421646118164062,1.0752785205841064,77.3795394897461,184.4208526611328,0.8686382174491882,5759.8720703125,78.36453247070312,185.72781372070312,0.9424998164176941,597.9500732421875,82.9124526977539,188.9560089111328,1.1734638214111328,2418.32568359375,1.0004488229751587,1.0039819478988647,0.599074125289917,255.28189086914062,inf
2000,1.932978868484497,1.99879789352417,21.429576873779297,1.0352948904037476,78.0382080078125,183.85784912109375,0.9366384744644165,634.7349243164062,79.6344985961914,184.4215545654297,0.998345136642456,1307.219970703125,83.63815307617188,187.580322265625,1.2212276458740234,53686.625,1.0002413988113403,1.0023081302642822,0.6232838034629822,266.0458984375,inf
2500,1.9652020931243896,1.999686598777771,23.450986862182617,1.017866611480713,78.37802124023438,183.31771850585938,0.9747480154037476,1110.032470703125,79.27689361572266,184.19497680664062,1.0386805534362793,904.22705078125,81.7426986694336,186.79638671875,1.2709602117538452,10736.8857421875,1.0001457929611206,1.0014760494232178,0.6487345695495605,286.7212219238281,inf
3000,1.9153070449829102,1.9980449676513672,25.038171768188477,1.045241355895996,77.0449447631836,183.01123046875,1.0049989223480225,1811.6663818359375,78.10077667236328,184.04257202148438,1.0666673183441162,5432.193359375,81.58807373046875,186.46095275878906,1.290184736251831,72763.234375,1.000092625617981,1.000986933708191,0.6614088416099548,303.3367614746094,inf
3500,1.8905823230743408,1.9966514110565186,25.65920639038086,1.059651255607605,77.770263671875,183.07974243164062,1.009252905845642,299.09466552734375,77.88382720947266,183.9405517578125,1.0761584043502808,1290.1722412109375,81.78783416748047,186.39999389648438,1.2970532178878784,6377.7998046875,1.0000661611557007,1.0007299184799194,0.6668371558189392,336.88031005859375,inf
4000,1.8915727138519287,1.9967150688171387,25.817344665527344,1.0590626001358032,77.48690795898438,183.0057373046875,1.014047384262085,2889.925048828125,77.39752960205078,183.88607788085938,1.0821119546890259,2807.24267578125,81.98746490478516,186.3201904296875,1.2981646060943604,44947.390625,1.000045895576477,1.0005204677581787,0.6674726009368896,437.7873840332031,inf
4500,1.8896855115890503,1.9965929985046387,25.833087921142578,1.060185194015503,77.3834457397461,183.02511596679688,1.0154123306274414,2315.545166015625,77.26175689697266,183.86557006835938,1.0836552381515503,7191.21728515625,82.10905456542969,186.3114776611328,1.2976499795913696,24039.142578125,1.000023365020752,1.000279188156128,0.6670915484428406,681.1879272460938,inf
4999,1.8893071413040161,1.9965683221817017,25.834543228149414,1.0604106187820435,77.41891479492188,183.02407836914062,1.015197992324829,2179.6171875,77.2621078491211,183.86082458496094,1.083693027496338,6894.81103515625,82.04741668701172,186.30783081054688,1.2981680631637573,17101.142578125,1.0000137090682983,1.0001682043075562,0.666886031627655,1628.8162841796875,inf
