Epoch,stable_rank_layer_0,effective_rank_layer_0,spectral_norm_layer_0,condition_number_layer_0,stable_rank_layer_1,effective_rank_layer_1,spectral_norm_layer_1,condition_number_layer_1,stable_rank_layer_2,effective_rank_layer_2,spectral_norm_layer_2,condition_number_layer_2,stable_rank_layer_3,effective_rank_layer_3,spectral_norm_layer_3,condition_number_layer_3,stable_rank_layer_4,effective_rank_layer_4,spectral_norm_layer_4,condition_number_layer_4,end_to_end_bound
0,1.8454177379608154,1.9929873943328857,5.205366611480713,1.087587833404541,76.32125091552734,182.10321044921875,0.07029261440038681,453.9518127441406,77.139892578125,182.44888305664062,0.0699494481086731,487.6574401855469,77.87005615234375,181.24014282226562,0.06909296661615372,1481.4825439453125,1.003196120262146,1.0239859819412231,0.9033270478248596,25.50893783569336,inf
500,1.7901153564453125,1.9862688779830933,7.924355506896973,1.1250057220458984,82.20352172851562,187.51309204101562,0.6076005101203918,1022.2301025390625,68.52092742919922,194.0061798095703,0.8237999677658081,4083.085205078125,70.0963134765625,189.61642456054688,0.978282630443573,5149.20654296875,1.0000110864639282,1.0001444816589355,0.43443360924720764,546.6975708007812,inf
1000,1.8846280574798584,1.9962537288665771,13.172463417053223,1.063211441040039,78.86334991455078,182.98829650878906,0.80048668384552,157489.078125,75.64675903320312,186.93582153320312,0.9401103258132935,572.14453125,74.70757293701172,186.00344848632812,1.079899549484253,6378.27978515625,1.000006914138794,1.0000923871994019,0.4701913893222809,762.2406616210938,inf
1500,1.8476697206497192,1.9932067394256592,25.694704055786133,1.0861421823501587,79.74740600585938,183.0341033935547,0.9483933448791504,838.5684814453125,76.3158950805664,184.06785583496094,1.0762709379196167,677.140625,75.56942749023438,183.46322631835938,1.2080812454223633,53643.65234375,1.0000057220458984,1.0000770092010498,0.48331931233406067,924.492919921875,inf
2000,1.885764479637146,1.9963315725326538,31.647876739501953,1.06252920627594,78.56807708740234,183.02650451660156,1.094974160194397,779.5957641601562,75.3719711303711,182.90121459960938,1.2143841981887817,559.3411254882812,75.90833282470703,182.4735107421875,1.3297829627990723,9993.31640625,1.0000048875808716,1.0000675916671753,0.4948155879974365,1124.1051025390625,inf
2500,1.849395513534546,1.9933719635009766,38.40924835205078,1.085038185119629,75.76118469238281,182.53233337402344,1.251222014427185,2832.6826171875,78.32566833496094,182.7582550048828,1.3137867450714111,474.5686950683594,76.89328002929688,182.17251586914062,1.4424430131912231,49461.48828125,1.0000059604644775,1.0000816583633423,0.5312985181808472,1214.0107421875,inf
3000,1.9438114166259766,1.9991645812988281,43.39251708984375,1.0293365716934204,77.47499084472656,181.94680786132812,1.3578965663909912,1807.9766845703125,78.04508972167969,182.44166564941406,1.4286919832229614,1990.1566162109375,74.87010955810547,181.326416015625,1.5863993167877197,12591.189453125,1.0000053644180298,1.0000725984573364,0.5828251242637634,1186.8548583984375,inf
3500,1.9127416610717773,1.9979192018508911,47.28242874145508,1.0467091798782349,78.6661605834961,182.09323120117188,1.4541256427764893,393.21697998046875,76.15552520751953,182.18728637695312,1.5560613870620728,681.347412109375,74.11627197265625,181.62054443359375,1.707786202430725,19996.474609375,1.0000064373016357,1.000085711479187,0.6123584508895874,1072.9019775390625,inf
4000,1.9541915655136108,1.999450445175171,48.28654861450195,1.0237224102020264,78.92363739013672,181.95913696289062,1.5142489671707153,230.1984405517578,76.72537994384766,181.9672088623047,1.6113996505737305,692.6156005859375,75.51763153076172,181.1880340576172,1.7577868700027466,6379.1064453125,1.0000051259994507,1.0000697374343872,0.6558894515037537,1233.7049560546875,inf
4500,1.9695825576782227,1.9997615814208984,48.85859680175781,1.0155645608901978,78.21538543701172,181.75283813476562,1.5456160306930542,1390.330810546875,76.22086334228516,181.86544799804688,1.6443482637405396,1200.3756103515625,75.09043884277344,181.24481201171875,1.79159414768219,2551910.5,1.000004768371582,1.0000640153884888,0.6396274566650391,1439.4842529296875,inf
4999,1.9578980207443237,1.9995375871658325,48.756065368652344,1.0217399597167969,78.31307983398438,181.7764129638672,1.5510274171829224,902.173828125,75.69810485839844,181.85366821289062,1.6561431884765625,1984.671875,75.26921081542969,181.26028442382812,1.7957168817520142,27769.861328125,1.000001311302185,1.000020146369934,0.6330646276473999,2241.88134765625,inf
