epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.2040347009897232,9.48310375213623,0.024741077795624733,,9.531496047973633,0.00299999953751653,0.029999995373777386,100,250,100,100,250,4000,,cosine_inc_closed_form,1.9067625999450684,1.9976093769073486,7.304179668426514,1.050154447555542,77.8796615600586,182.55279541015625,1.1332725286483765,1033.17822265625,76.53065490722656,182.20762634277344,1.1450674533843994,20562.974609375,75.4578628540039,181.28431701660156,1.1522287130355835,656.9552612304688,1.719454288482666,2.616194725036621,0.7717801332473755,1.8593641519546509,1348618.6169838673
500,0.0016333176754415035,26.67220115661621,0.7759080529212952,,27.69664764404297,0.00288540624375002,0.02885371854159943,106,250,100,100,250,4000,,cosine_inc_closed_form,1.8926055431365967,1.9967809915542603,8.113368034362793,1.058449625968933,77.4532470703125,182.02178955078125,1.1267800331115723,7019.5595703125,76.19586944580078,181.63404846191406,1.0955249071121216,2755.734619140625,61.67152786254883,168.80458068847656,1.1030030250549316,6216.6630859375,1.5750256776809692,2.420846939086914,0.652281641960144,2.344896078109741,1152907.3741182503
1000,0.0008254761341959238,27.944557189941406,0.8093693852424622,,30.582996368408203,0.002559973528578927,0.025598414766201737,122,250,100,100,250,4000,,cosine_inc_closed_form,1.8782484531402588,1.9957996606826782,8.290022850036621,1.0670660734176636,77.09281158447266,181.60227966308594,1.1290017366409302,974.2356567382812,75.44720458984375,181.2708282470703,1.0861021280288696,1270.031494140625,60.22297668457031,166.40589904785156,1.1266275644302368,2602.5341796875,1.500779390335083,2.318683624267578,0.7135335803031921,2.573697805404663,1307482.1670059615
1500,0.0004342538595665246,27.236835479736328,0.8059875965118408,,32.86806869506836,0.0020732455728331434,0.020729674537986464,146,250,100,100,250,4000,,cosine_inc_closed_form,1.8751870393753052,1.9955713748931885,8.349510192871094,1.068930745124817,76.4030990600586,181.24594116210938,1.1352887153625488,4732.4765625,75.2626724243164,181.08473205566406,1.0839818716049194,323.878173828125,57.8778190612793,164.83062744140625,1.1799591779708862,2707.2041015625,1.456694483757019,2.2497589588165283,0.7720292210578918,2.745181083679199,1497649.008434089
2000,0.00015522364992648363,28.81209373474121,0.8280038833618164,,38.11997985839844,0.001499322295575062,0.014988719421459214,175,250,100,100,250,4000,,cosine_inc_closed_form,1.8751004934310913,1.9955648183822632,8.3572416305542,1.068983554840088,76.30856323242188,181.1092529296875,1.1367995738983154,746.0858154296875,75.0353012084961,181.06781005859375,1.086790680885315,28545.69140625,57.56730270385742,162.9595489501953,1.230408787727356,1135.40966796875,1.430629849433899,2.201016902923584,0.8278506398200989,2.902989149093628,1682728.9346934943
2500,6.605705857509747e-05,29.194528579711914,0.8288167119026184,,41.784873962402344,0.0009255783131397608,0.009249557791223603,204,250,100,100,250,4000,,cosine_inc_closed_form,1.875662088394165,1.9956073760986328,8.3512544631958,1.0686408281326294,76.02039337158203,181.11012268066406,1.1395337581634521,741.4495849609375,75.1601333618164,180.9546661376953,1.0891467332839966,7014.24462890625,57.598472595214844,161.13975524902344,1.2837060689926147,3643.981689453125,1.4177172183990479,2.1716668605804443,0.8738413453102112,3.026930570602417,1860302.0810967172
3000,3.7729303585365415e-05,29.0672607421875,0.8189959526062012,,44.241249084472656,0.00043936094585086326,0.004385924979853286,228,250,100,100,250,4000,,cosine_inc_closed_form,1.8758388757705688,1.9956204891204834,8.34837532043457,1.0685328245162964,76.04054260253906,181.1599578857422,1.141115665435791,788.76171875,74.6120376586914,180.75233459472656,1.0978493690490723,285.5284118652344,57.37537384033203,159.54791259765625,1.3389538526535034,1252.485107421875,1.400133490562439,2.137355089187622,0.9178425669670105,3.151052713394165,2056497.4564553322
3500,3.0372839319170453e-05,28.983972549438477,0.8103346824645996,,45.175941467285156,0.00011469238030669109,0.001138264993938117,244,250,100,100,250,4000,,cosine_inc_closed_form,1.875892162322998,1.9956245422363281,8.3473539352417,1.0685003995895386,76.2447509765625,181.20799255371094,1.1417083740234375,8281.3837890625,74.38063049316406,180.60269165039062,1.1037150621414185,304.38446044921875,57.283660888671875,158.41738891601562,1.3769471645355225,665.038330078125,1.3877546787261963,2.114022970199585,0.9451878070831299,3.231252670288086,2190364.3051665174
3999,2.920133738371078e-05,28.961776733398438,0.8080294728279114,,45.345977783203125,1e-06,1e-06,250,250,100,100,250,4000,,cosine_inc_closed_form,1.8759013414382935,1.995625376701355,8.347200393676758,1.0684949159622192,76.31719207763672,181.21568298339844,1.141898274421692,2221.53271484375,74.35923767089844,180.55430603027344,1.1051346063613892,442.1042785644531,57.231842041015625,158.2401123046875,1.385265588760376,601.072021484375,1.3851425647735596,2.1089813709259033,0.9508470892906189,3.249314308166504,2219970.203350064
