Epoch,stable_rank_layer_0,effective_rank_layer_0,spectral_norm_layer_0,condition_number_layer_0,stable_rank_layer_1,effective_rank_layer_1,spectral_norm_layer_1,condition_number_layer_1,stable_rank_layer_2,effective_rank_layer_2,spectral_norm_layer_2,condition_number_layer_2,stable_rank_layer_3,effective_rank_layer_3,spectral_norm_layer_3,condition_number_layer_3,stable_rank_layer_4,effective_rank_layer_4,spectral_norm_layer_4,condition_number_layer_4,end_to_end_bound
0,1.8654447793960571,1.9947994947433472,5.194754123687744,1.0749303102493286,76.4395523071289,182.3426971435547,0.0702189952135086,274.968505859375,77.45552825927734,182.54905700683594,0.06968113780021667,401.4131164550781,77.7576904296875,181.775634765625,0.06917253136634827,789.4981689453125,1.0032005310058594,1.0240147113800049,0.9032905697822571,25.521852493286133,4065.7058185683504
500,1.8889251947402954,1.9965431690216064,6.059493541717529,1.0606385469436646,32.0079460144043,153.40390014648438,0.3126316964626312,671.2520751953125,16.970857620239258,144.21481323242188,0.4749036729335785,5154.322265625,11.789734840393066,88.7319107055664,0.7193664908409119,2403.29248046875,1.0048487186431885,1.0319769382476807,0.4062567353248596,65.73893737792969,673078.3261914365
1000,1.8892077207565308,1.996561884880066,6.064158916473389,1.0604699850082397,35.94239807128906,154.78912353515625,0.29901230335235596,1737.6888427734375,21.920076370239258,153.06698608398438,0.41527509689331055,2046.3111572265625,12.024224281311035,89.79287719726562,0.6994619369506836,6898.24462890625,1.0067161321640015,1.0431591272354126,0.40010812878608704,38.41621780395508,539481.985037093
1500,1.886623740196228,1.996389627456665,6.070199966430664,1.062014102935791,38.82688522338867,155.25778198242188,0.29030483961105347,491.7415466308594,24.309860229492188,156.19064331054688,0.39317357540130615,3346.740966796875,12.303966522216797,90.91901397705078,0.6796514987945557,11890.1484375,1.0076305866241455,1.0485731363296509,0.40074822306632996,31.91367530822754,483102.67850972567
2000,1.887267827987671,1.996433138847351,6.072540283203125,1.0616286993026733,40.99104309082031,155.52809143066406,0.28372132778167725,3343.98486328125,25.53005027770996,157.88783264160156,0.38383156061172485,3044.659423828125,12.686819076538086,93.69883728027344,0.6637976169586182,95967.0390625,1.0084688663482666,1.0535638332366943,0.402222603559494,27.25975227355957,452007.03790899186
2500,1.8872710466384888,1.996433138847351,6.077427387237549,1.0616267919540405,42.23383712768555,155.97837829589844,0.27810320258140564,15298.68359375,26.14350128173828,158.42320251464844,0.37961238622665405,1610.8818359375,13.159785270690918,97.62446594238281,0.6575175523757935,8825.259765625,1.0090956687927246,1.0572301149368286,0.40491431951522827,24.791044235229492,437297.0975404299
3000,1.8884108066558838,1.9965091943740845,6.072732448577881,1.0609456300735474,42.8272590637207,156.68641662597656,0.27386412024497986,1642.06640625,26.359102249145508,158.66436767578125,0.37801042199134827,24950.740234375,13.423849105834961,100.1321792602539,0.6525170207023621,12047.0673828125,1.0102672576904297,1.0639517307281494,0.4057859182357788,21.4671688079834,426139.5479115304
3500,1.8885524272918701,1.996518611907959,6.072802543640137,1.0608609914779663,42.970436096191406,156.9678192138672,0.27297547459602356,1487.4029541015625,26.413881301879883,158.6581573486328,0.3776051104068756,6673.83837890625,13.582493782043457,101.21302795410156,0.6517583727836609,4116.13427734375,1.011711597442627,1.0719760656356812,0.4069214463233948,18.862112045288086,424998.91089113295
4000,1.8884873390197754,1.9965143203735352,6.0727620124816895,1.0608998537063599,43.093902587890625,157.0211944580078,0.2730000615119934,744.8103637695312,26.470197677612305,158.74050903320312,0.37794700264930725,1070.989990234375,13.68539047241211,101.3169937133789,0.6593477725982666,15448.0693359375,1.013168215751648,1.0796525478363037,0.41143378615379333,17.497358322143555,435145.37614737876
4500,1.8884714841842651,1.9965133666992188,6.072813510894775,1.060909390449524,43.09901809692383,157.1443328857422,0.27335628867149353,1733.9554443359375,26.502056121826172,158.722412109375,0.3782249391078949,1092.5450439453125,13.722766876220703,101.56519317626953,0.6658380627632141,3536.605712890625,1.0136852264404297,1.082284927368164,0.41642168164253235,17.203142166137695,445667.6314993338
4999,1.8884714841842651,1.99651300907135,6.072826385498047,1.0609091520309448,43.10573959350586,157.22999572753906,0.2734941840171814,1859.5592041015625,26.48896026611328,158.7034149169922,0.3784925937652588,930.4583740234375,13.728504180908203,101.66131591796875,0.6679712533950806,9390.23828125,1.0137956142425537,1.0828431844711304,0.41774094104766846,17.145713806152344,449056.6427932744
