epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.38233429193496704,5.981863975524902,0.015673823654651642,,6.102511405944824,0.002999999704010574,0.02999999703921747,100,250,100,100,250,5000,,cosine_inc_closed_form,1.8766460418701172,1.9956809282302856,7.329784393310547,1.0680408477783203,77.877685546875,182.55531311035156,1.1332859992980957,997.5718383789062,76.51988220214844,182.207275390625,1.145161747932434,15682.890625,75.45186614990234,181.2836151123047,1.1522654294967651,640.735595703125,1.7404346466064453,2.656052589416504,0.8530828356742859,1.6533056497573853,1496102.246576225
500,0.0055066305212676525,19.50565528869629,0.51104736328125,,23.203868865966797,0.0029263178201258035,0.02926295708101175,104,250,100,100,250,5000,,cosine_inc_closed_form,1.8844218254089355,1.9962393045425415,8.214367866516113,1.0633354187011719,76.97179412841797,182.5037841796875,1.14454984664917,1342.2158203125,77.1728286743164,181.92218017578125,1.1240756511688232,535.582763671875,62.14649200439453,173.51553344726562,1.1354762315750122,1191.976318359375,1.3642621040344238,1.8633877038955688,0.6490830779075623,8.630213737487793,1246242.9585082263
1000,0.004318317398428917,20.065841674804688,0.5506894588470459,,23.873226165771484,0.0027130669537502256,0.027129808451334846,114,250,100,100,250,5000,,cosine_inc_closed_form,1.8835586309432983,1.996179461479187,8.38437271118164,1.063854694366455,76.52039337158203,182.11953735351562,1.150619387626648,1703.088134765625,76.06735229492188,181.8763885498047,1.1288930177688599,23891.9375,61.76424789428711,172.37692260742188,1.1574732065200806,380.58660888671875,1.3677679300308228,2.05588698387146,0.7921944856643677,3.5894598960876465,1597782.9944185936
1500,0.0036875817459076643,19.5545654296875,0.5288233160972595,,25.143688201904297,0.002381121585490829,0.023809358600580043,131,250,100,100,250,5000,,cosine_inc_closed_form,1.8858176469802856,1.9963350296020508,8.46958065032959,1.0624973773956299,76.38597869873047,181.68809509277344,1.1548924446105957,7408.81298828125,75.41850280761719,181.6730194091797,1.1359666585922241,538.2214965820312,60.2708854675293,171.39117431640625,1.2038284540176392,19435.341796875,1.3258591890335083,1.999536395072937,0.9253332018852234,3.5802512168884277,1980394.7438656995
2000,0.0017227436183020473,20.535879135131836,0.5745914578437805,,26.96714210510254,0.0019629748407922155,0.01962663629507368,152,250,100,100,250,5000,,cosine_inc_closed_form,1.885939121246338,1.9963433742523193,8.52073860168457,1.0624244213104248,75.99633026123047,181.3009033203125,1.1603829860687256,7470.10009765625,74.61901092529297,181.35374450683594,1.1476339101791382,1267.53173828125,58.432064056396484,170.2071533203125,1.2678039073944092,1877.4984130859375,1.2780059576034546,1.9108623266220093,1.0730983018875122,3.7468557357788086,2469980.605481437
2500,0.0016660988330841064,21.148998260498047,0.5929021835327148,,28.604873657226562,0.0014995578364251723,0.014991075536818636,175,250,100,100,250,5000,,cosine_inc_closed_form,1.8857556581497192,1.996330738067627,8.537664413452148,1.0625344514846802,75.60148620605469,181.0595245361328,1.1654384136199951,96186.0859375,73.95611572265625,181.14846801757812,1.1591925621032715,542.6932983398438,58.01146697998047,168.79307556152344,1.3374558687210083,4862.16259765625,1.2391107082366943,1.8358900547027588,1.2479119300842285,3.7659783363342285,3080118.141254402
3000,0.0003725459973793477,21.366453170776367,0.5883685946464539,,34.30025100708008,0.0010362330575932738,0.010356437310683876,198,250,100,100,250,5000,,cosine_inc_closed_form,1.8871262073516846,1.996423602104187,8.533614158630371,1.0617133378982544,75.41532897949219,180.94903564453125,1.1679644584655762,955.202880859375,73.3434066772461,180.99813842773438,1.1702693700790405,751.1339111328125,58.237998962402344,167.2755126953125,1.4142662286758423,4819.125,1.2075358629226685,1.7571144104003906,1.4012796878814697,4.014520645141602,3698489.9976789146
3500,0.00020025736012030393,21.4388427734375,0.5797470808029175,,37.00804138183594,0.000618353961822141,0.00617639229766675,219,250,100,100,250,5000,,cosine_inc_closed_form,1.8871184587478638,1.9964228868484497,8.532377243041992,1.0617179870605469,75.24817657470703,180.9464569091797,1.1704386472702026,489.5946044921875,73.16471099853516,180.9227294921875,1.1777995824813843,6503.2802734375,58.20637893676758,166.13157653808594,1.4845880270004272,1198.0186767578125,1.1978884935379028,1.732060432434082,1.4986622333526611,4.093997001647949,4187162.3261173177
4000,0.0001373200211673975,21.3652400970459,0.562118649482727,,38.625980377197266,0.0002868254665407142,0.0028601124277275675,236,250,100,100,250,5000,,cosine_inc_closed_form,1.8870348930358887,1.99641752243042,8.531499862670898,1.0617679357528687,75.14920043945312,180.92298889160156,1.1730409860610962,1133.609130859375,73.41505432128906,180.90496826171875,1.1815053224563599,1029.5673828125,59.02987289428711,165.53480529785156,1.5326119661331177,1407.47265625,1.185329794883728,1.6987577676773071,1.5874050855636597,4.197442054748535,4602716.430299196
4500,0.0001224057050421834,21.308116912841797,0.550404965877533,,39.12187957763672,7.409989076198911e-05,0.00073221828041645,246,250,100,100,250,5000,,cosine_inc_closed_form,1.886947512626648,1.9964114427566528,8.531271934509277,1.061820387840271,75.1665267944336,180.92376708984375,1.174403429031372,9994.7548828125,73.53170776367188,180.9313507080078,1.184861660003662,722.6884155273438,59.37476348876953,165.2305450439453,1.5598410367965698,1989.8275146484375,1.1785627603530884,1.6796705722808838,1.632996678352356,4.279636383056641,4838206.141226338
4999,0.00011991451174253598,21.293256759643555,0.5476565361022949,,39.2112922668457,1e-06,1e-06,250,250,100,100,250,5000,,cosine_inc_closed_form,1.8869409561157227,1.9964112043380737,8.531232833862305,1.0618242025375366,75.18473815917969,180.92832946777344,1.1747461557388306,3686.065185546875,73.51390838623047,180.93153381347656,1.1861302852630615,634.7682495117188,59.38147735595703,165.1887969970703,1.5658152103424072,1961.164306640625,1.1774342060089111,1.6764427423477173,1.6416494846343994,4.2943220138549805,4889102.552363936
