Epoch,stable_rank_layer_0,effective_rank_layer_0,spectral_norm_layer_0,condition_number_layer_0,stable_rank_layer_1,effective_rank_layer_1,spectral_norm_layer_1,condition_number_layer_1,stable_rank_layer_2,effective_rank_layer_2,spectral_norm_layer_2,condition_number_layer_2,stable_rank_layer_3,effective_rank_layer_3,spectral_norm_layer_3,condition_number_layer_3,stable_rank_layer_4,effective_rank_layer_4,spectral_norm_layer_4,condition_number_layer_4,end_to_end_bound
0,1.8878896236419678,1.9964746236801147,7.3239898681640625,1.0612568855285645,77.89401245117188,182.55270385742188,1.1331671476364136,1082.4752197265625,76.5191879272461,182.2065887451172,1.1451537609100342,8295.326171875,75.46302032470703,181.2848358154297,1.1523009538650513,634.4258422851562,1.8008986711502075,2.703644037246704,0.6760607361793518,1.6258450746536255,1184614.738718735
500,1.8890448808670044,1.9965511560440063,7.992536544799805,1.0605671405792236,77.6126480102539,182.21336364746094,1.1338163614273071,825.4075927734375,75.56759643554688,181.24334716796875,1.1183983087539673,1278.59814453125,64.03575897216797,175.4945068359375,1.1692016124725342,2374.25439453125,1.2458943128585815,1.75941002368927,0.5805650353431702,6.0895466804504395,1100738.3994957746
1000,1.8796133995056152,1.9958990812301636,8.195618629455566,1.0662378072738647,76.75253295898438,181.810302734375,1.1386975049972534,909.6290283203125,75.17811584472656,181.0745391845703,1.1096866130828857,435.9131164550781,65.04983520507812,174.7760772705078,1.2029327154159546,1598.6187744140625,1.2317863702774048,1.7550323009490967,0.6546430587768555,5.396842002868652,1304837.2408421738
1500,1.8762681484222412,1.995652675628662,8.361303329467773,1.0682711601257324,76.10575103759766,181.15771484375,1.1454271078109741,2945.779052734375,75.40397644042969,180.55258178710938,1.101185917854309,2546.66943359375,65.14088439941406,173.02822875976562,1.2566165924072266,794.924072265625,1.2117595672607422,1.710382342338562,0.7304947972297668,5.64173698425293,1548966.354661427
2000,1.8704849481582642,1.9952075481414795,8.529790878295898,1.0718138217926025,75.5853271484375,180.26783752441406,1.156121850013733,815.3377075195312,75.69111633300781,179.91197204589844,1.0965569019317627,959.8094482421875,62.33955001831055,169.99514770507812,1.3568514585494995,3077.728271484375,1.2026045322418213,1.6872979402542114,0.778143584728241,5.838537693023682,1826775.5725130534
2500,1.8660824298858643,1.994852066040039,8.685073852539062,1.0745344161987305,73.70638275146484,179.16690063476562,1.1830673217773438,1035.0487060546875,75.55426788330078,179.08670043945312,1.1013128757476807,384.43341064453125,59.18682861328125,166.72628784179688,1.480695128440857,5540.39697265625,1.18132746219635,1.6315042972564697,0.8488368391990662,6.389095306396484,2275639.9048700724
3000,1.8625062704086304,1.9945529699325562,8.827181816101074,1.076759934425354,72.27594757080078,178.045166015625,1.2164897918701172,924.476806640625,74.39138793945312,177.7586212158203,1.1190807819366455,1463.1614990234375,56.082313537597656,162.50730895996094,1.620872974395752,1578.1229248046875,1.178904414176941,1.622806429862976,0.8908072710037231,6.576470375061035,2776161.297961154
3500,1.860334873199463,1.99436616897583,8.940927505493164,1.0781177282333374,70.57949829101562,176.2321319580078,1.2627061605453491,1724.319580078125,71.7230453491211,176.2403564453125,1.1550883054733276,497.9856872558594,52.837974548339844,159.18817138671875,1.7661333084106445,5165.212890625,1.1603902578353882,1.5756618976593018,0.9747995138168335,6.9714226722717285,3592186.096225408
4000,1.8608425855636597,1.9944102764129639,8.973875999450684,1.077799916267395,61.620853424072266,174.2366943359375,1.3823626041412354,1205.6993408203125,71.3070068359375,175.327392578125,1.1830092668533325,2019.6109619140625,50.7657585144043,158.02296447753906,1.9076424837112427,843.4110107421875,1.1311993598937988,1.4960367679595947,1.1480811834335327,7.770487308502197,5142564.588436039
4500,1.861110806465149,1.9944334030151367,8.966744422912598,1.0776320695877075,58.639671325683594,173.03582763671875,1.432485818862915,31297.98828125,70.32758331298828,174.7589874267578,1.2096657752990723,9286.0361328125,50.203758239746094,157.00839233398438,2.0549538135528564,58136.796875,1.1220133304595947,1.467073678970337,1.3075515031814575,8.346911430358887,6679921.645942137
4999,1.8612463474273682,1.9944449663162231,8.962323188781738,1.0775471925735474,58.14582061767578,172.70602416992188,1.4453566074371338,477.2066955566406,69.99431610107422,174.64678955078125,1.226539134979248,999.7254638671875,50.08869171142578,156.1819305419922,2.1738529205322266,2803.294677734375,1.112660527229309,1.4392292499542236,1.4516295194625854,8.7581787109375,8022005.467764752
