Epoch,stable_rank_layer_0,effective_rank_layer_0,spectral_norm_layer_0,condition_number_layer_0,stable_rank_layer_1,effective_rank_layer_1,spectral_norm_layer_1,condition_number_layer_1,stable_rank_layer_2,effective_rank_layer_2,spectral_norm_layer_2,condition_number_layer_2,stable_rank_layer_3,effective_rank_layer_3,spectral_norm_layer_3,condition_number_layer_3,stable_rank_layer_4,effective_rank_layer_4,spectral_norm_layer_4,condition_number_layer_4,end_to_end_bound
0,1.9067625999450684,1.9976093769073486,7.304179668426514,1.050154447555542,77.8796615600586,182.55279541015625,1.1332725286483765,1033.17822265625,76.53065490722656,182.20762634277344,1.1450674533843994,20562.974609375,75.4578628540039,181.28431701660156,1.1522287130355835,656.9552612304688,1.719454288482666,2.616194725036621,0.7717801332473755,1.8593641519546509,1348618.6169838673
500,1.8901480436325073,1.996623158454895,8.1181640625,1.059909701347351,79.10179901123047,182.4739532470703,1.1120977401733398,2700.458740234375,76.929443359375,181.67605590820312,1.0868723392486572,1518.0625,56.857364654541016,167.65760803222656,1.136090874671936,302.85400390625,1.699912190437317,2.5471954345703125,0.5871124267578125,2.119332790374756,1047209.6730688587
1000,1.8688607215881348,1.9950780868530273,8.375252723693848,1.072815179824829,78.23001861572266,181.9790802001953,1.1166905164718628,1228.0413818359375,75.371826171875,181.0086669921875,1.0761237144470215,1424.458251953125,54.39093780517578,164.72125244140625,1.1708571910858154,1023.2977905273438,1.6124205589294434,2.450205087661743,0.6328234672546387,2.3307812213897705,1193162.064306775
1500,1.8530726432800293,1.9937165975570679,8.598477363586426,1.0826970338821411,76.13935852050781,181.24073791503906,1.134484887123108,731.8959350585938,74.00970458984375,180.23043823242188,1.0717014074325562,1042.5057373046875,53.61545181274414,161.20462036132812,1.204529047012329,1469.0384521484375,1.5969091653823853,2.429729461669922,0.6539266109466553,2.3817145824432373,1317529.4732363168
2000,1.8381712436676025,1.9922541379928589,8.81620979309082,1.092279076576233,72.4389877319336,179.9661102294922,1.1716026067733765,513.0844116210938,73.41087341308594,179.26901245117188,1.0692726373672485,2722.239990234375,51.677467346191406,157.59335327148438,1.2689459323883057,831.1145629882812,1.5483769178390503,2.370067596435547,0.6909886598587036,2.5120675563812256,1549475.5210187065
2500,1.8261739015579224,1.9909464120864868,9.019700050354004,1.100181221961975,68.4272232055664,178.45443725585938,1.220179557800293,625.0526123046875,72.0990219116211,177.7310791015625,1.0775057077407837,1286.1251220703125,48.784183502197266,153.25811767578125,1.3607816696166992,2319.238037109375,1.59573495388031,2.4228675365448,0.6830148696899414,2.4127466678619385,1763494.1012269566
3000,1.8175424337387085,1.9899307489395142,9.213784217834473,1.105973720550537,65.43335723876953,177.07589721679688,1.2750556468963623,2602.586181640625,69.77265930175781,175.84959411621094,1.0995160341262817,988.1702270507812,43.3775634765625,148.71600341796875,1.512882947921753,2880.7734375,1.5713205337524414,2.3958537578582764,0.6992654204368591,2.4652791023254395,2186432.6595387305
3500,1.809761643409729,1.9889602661132812,9.371872901916504,1.1112747192382812,63.43320083618164,175.08436584472656,1.3299494981765747,3923.38916015625,67.8121109008789,174.1322021484375,1.1269124746322632,3430.241455078125,40.16354751586914,145.19046020507812,1.6490342617034912,18940.3046875,1.5347156524658203,2.3485665321350098,0.7488117814064026,2.5738365650177,2775070.7315786444
4000,1.8078869581222534,1.9887186288833618,9.384553909301758,1.1125633716583252,61.12334442138672,173.8396759033203,1.3755754232406616,6316.8466796875,67.28571319580078,173.2156219482422,1.1467797756195068,2476.089111328125,38.586769104003906,144.82095336914062,1.769912838935852,3668.9140625,1.4971650838851929,2.288231611251831,0.8215571045875549,2.75299334526062,3444194.623777334
4500,1.8079568147659302,1.9887275695800781,9.37990665435791,1.1125150918960571,56.92088317871094,173.13453674316406,1.4342631101608276,976.1687622070312,67.44281005859375,172.77842712402344,1.1509028673171997,1570.4100341796875,38.86720657348633,143.9361572265625,1.8423421382904053,3656.5205078125,1.4916821718215942,2.2722866535186768,0.8547798991203308,2.82827091217041,3901311.1211671117
4999,1.807995319366455,1.9887325763702393,9.378368377685547,1.1124886274337769,55.397361755371094,172.82992553710938,1.4581481218338013,933.6771850585938,67.82157135009766,172.5253448486328,1.1528434753417969,745.8008422851562,39.62055969238281,142.77627563476562,1.8942006826400757,50046.03125,1.4710067510604858,2.2375071048736572,0.8986943960189819,2.9425771236419678,4293952.949459751
