Epoch,stable_rank_layer_0,effective_rank_layer_0,spectral_norm_layer_0,condition_number_layer_0,stable_rank_layer_1,effective_rank_layer_1,spectral_norm_layer_1,condition_number_layer_1,stable_rank_layer_2,effective_rank_layer_2,spectral_norm_layer_2,condition_number_layer_2,stable_rank_layer_3,effective_rank_layer_3,spectral_norm_layer_3,condition_number_layer_3,stable_rank_layer_4,effective_rank_layer_4,spectral_norm_layer_4,condition_number_layer_4,end_to_end_bound
0,1.8816859722137451,1.996047854423523,7.323938369750977,1.0649839639663696,77.87264251708984,182.5536651611328,1.1333177089691162,1058.1805419921875,76.52269744873047,182.2103271484375,1.1451481580734253,3773.480224609375,75.472412109375,181.2826690673828,1.1518776416778564,613.2140502929688,1.843206763267517,2.7322332859039307,0.916016161441803,1.606420636177063,10.029228349561706
500,1.7114001512527466,1.9716293811798096,19.095380783081055,1.1856131553649902,61.680442810058594,167.34579467773438,1.5714436769485474,4853.47509765625,59.99382400512695,167.32249450683594,1.5775470733642578,1184.23779296875,57.89679718017578,170.64785766601562,1.5311672687530518,3651.609375,1.0581294298171997,1.2571545839309692,10.683100700378418,14.17870044708252,774.3359614904272
1000,1.6678799390792847,1.9604777097702026,23.04672622680664,1.2236319780349731,52.45591735839844,142.22337341308594,2.3119394779205322,1670.858154296875,50.75221633911133,141.42706298828125,2.31343150138855,430.2852783203125,44.561283111572266,143.45309448242188,2.2345054149627686,568.7410278320312,1.0640065670013428,1.2717618942260742,12.68709945678711,16.682401657104492,3494.508527174002
1500,1.6661558151245117,1.959985375404358,26.081315994262695,1.2252144813537598,50.73508834838867,138.84262084960938,2.7239034175872803,2405.295654296875,50.77908706665039,138.25418090820312,2.675323247909546,2596.8232421875,42.28422164916992,136.23599243164062,2.5961461067199707,2547.65087890625,1.0914968252182007,1.356669545173645,13.616337776184082,14.564477920532227,6718.725771459361
2000,1.6440434455871582,1.9533026218414307,26.495325088500977,1.2460699081420898,53.978572845458984,141.3497314453125,3.278904438018799,4208.74462890625,48.53815841674805,135.5940704345703,3.300692558288574,1375.2799072265625,36.79570007324219,127.92306518554688,3.1779191493988037,32882.08203125,1.0822612047195435,1.3282018899917603,14.538402557373047,15.71479606628418,13248.375231288039
2500,1.6396509408950806,1.9518917798995972,26.767566680908203,1.2503410577774048,55.24852752685547,140.7828826904297,3.927525758743286,763.2032470703125,48.7304573059082,129.78114318847656,3.8723464012145996,3130.99658203125,32.92753982543945,118.02922058105469,3.774552583694458,2622.761474609375,1.0697815418243408,1.2899373769760132,15.129927635192871,16.481874465942383,23249.010107904
3000,1.6366342306137085,1.95090651512146,27.04427719116211,1.2532998323440552,54.90089416503906,137.64295959472656,4.575529098510742,892.6611328125,47.54308319091797,124.70294189453125,4.441277503967285,16644.2890625,31.894250869750977,110.7642593383789,4.201292037963867,3858.0419921875,1.0591952800750732,1.2556395530700684,15.81920337677002,17.28394889831543,36525.15695002358
3500,1.6366984844207764,1.9509276151657104,27.273021697998047,1.2532366514205933,55.456787109375,134.04258728027344,5.104947090148926,115523.2578125,45.979835510253906,120.63862609863281,4.953307151794434,1215.5054931640625,30.740915298461914,105.61854553222656,4.581726551055908,1926.13232421875,1.054335594177246,1.2391235828399658,16.252347946166992,17.833358764648438,51352.9077699771
4000,1.6379088163375854,1.9513243436813354,27.472578048706055,1.2520471811294556,54.94484329223633,131.27220153808594,5.5535783767700195,3438.3056640625,45.6732063293457,117.88882446289062,5.314394950866699,4855.42236328125,29.706600189208984,101.75492095947266,4.921523571014404,7568.1845703125,1.0503194332122803,1.2249674797058105,16.911380767822266,18.516286849975586,67484.61669893636
4500,1.6388283967971802,1.9516243934631348,27.61617088317871,1.251145839691162,54.470237731933594,129.71035766601562,5.858529090881348,1904.4522705078125,44.82011413574219,116.19773864746094,5.610419273376465,4681.126953125,29.07356071472168,99.04315948486328,5.182194232940674,2220.9619140625,1.0467686653137207,1.2121319770812988,17.712787628173828,19.2699031829834,83319.75269294826
4999,1.6399348974227905,1.95198392868042,27.692394256591797,1.2500635385513306,54.23893737792969,129.0349884033203,6.019860744476318,1469.12255859375,44.40018844604492,115.29798889160156,5.786120414733887,4300.1455078125,28.78058624267578,97.42008209228516,5.353665828704834,1180.7064208984375,1.0437699556350708,1.2012083530426025,18.37980842590332,19.84947967529297,94913.2092679761
