Epoch,stable_rank_layer_0,effective_rank_layer_0,spectral_norm_layer_0,condition_number_layer_0,stable_rank_layer_1,effective_rank_layer_1,spectral_norm_layer_1,condition_number_layer_1,stable_rank_layer_2,effective_rank_layer_2,spectral_norm_layer_2,condition_number_layer_2,stable_rank_layer_3,effective_rank_layer_3,spectral_norm_layer_3,condition_number_layer_3,stable_rank_layer_4,effective_rank_layer_4,spectral_norm_layer_4,condition_number_layer_4,end_to_end_bound
0,1.89066481590271,1.9966566562652588,7.295135974884033,1.05960214138031,77.90495300292969,182.55697631835938,1.133101463317871,1010.3243408203125,76.52079772949219,182.2098846435547,1.1451356410980225,8584.1982421875,75.46026611328125,181.28933715820312,1.15245521068573,668.114990234375,1.7423408031463623,2.6547062397003174,0.7575603723526001,1.7055134773254395,1322270.8101363122
500,1.9634828567504883,1.9996540546417236,7.756941795349121,1.018774390220642,77.39598083496094,182.25906372070312,1.1575124263763428,655.1361694335938,75.29107666015625,181.0596923828125,1.1399469375610352,993.0747680664062,66.39266204833984,173.56402587890625,1.2054845094680786,1660.4627685546875,1.511992335319519,2.1820716857910156,0.7018831372261047,3.670356273651123,1385629.931852413
1000,1.9572515487670898,1.9995230436325073,7.980352878570557,1.0220848321914673,77.51925659179688,181.24195861816406,1.1619038581848145,248.73486328125,73.96800994873047,180.24041748046875,1.1463100910186768,202.36712646484375,65.4732666015625,169.6072235107422,1.3215038776397705,1064.951416015625,1.409506916999817,2.0542216300964355,0.8554108738899231,4.187349796295166,1922461.2559172532
1500,1.953982949256897,1.9994453191757202,8.142424583435059,1.023834228515625,76.45977020263672,180.31907653808594,1.1826633214950562,1244.246826171875,72.38648986816406,179.3859100341797,1.1610313653945923,2174.896728515625,64.17021179199219,164.5283203125,1.4358110427856445,9416.1142578125,1.35475492477417,1.9712011814117432,0.963675856590271,4.569104194641113,2475181.6435377053
2000,1.949351191520691,1.999324917793274,8.283574104309082,1.0263289213180542,75.58964538574219,179.15126037597656,1.2084206342697144,2374.571533203125,71.09561157226562,178.31349182128906,1.1787744760513306,3875.624267578125,59.438331604003906,160.4178009033203,1.5922645330429077,29668.263671875,1.3153451681137085,1.9050323963165283,1.0727858543395996,4.894240379333496,3224889.6629198343
2500,1.9463462829589844,1.9992400407791138,8.412712097167969,1.0279569625854492,70.22328186035156,177.4605255126953,1.2812329530715942,462.45440673828125,69.43537139892578,177.02069091796875,1.2025068998336792,1240.242919921875,52.63734817504883,156.60006713867188,1.7890369892120361,3089.313720703125,1.2854900360107422,1.846661925315857,1.165175437927246,5.285365104675293,4322971.051354478
3000,1.941075086593628,1.9990785121917725,8.52717399597168,1.0308318138122559,62.23515319824219,174.95950317382812,1.393821120262146,672.5501708984375,68.26524353027344,175.2420654296875,1.2265352010726929,999.8873901367188,46.9807243347168,153.52963256835938,1.9911364316940308,735.3755493164062,1.2680721282958984,1.8118467330932617,1.2174832820892334,5.522429466247559,5654265.410374851
3500,1.9367755651474,1.9989346265792847,8.642751693725586,1.033194899559021,57.30181121826172,171.9553680419922,1.4896548986434937,1495.495361328125,67.01012420654297,173.5105743408203,1.2548290491104126,1638.6409912109375,43.11594772338867,150.8389129638672,2.1708648204803467,4913.52294921875,1.2483664751052856,1.767126441001892,1.31521475315094,5.954529762268066,7380260.720664187
4000,1.9335904121398926,1.998820424079895,8.690150260925293,1.0349558591842651,53.84724044799805,169.44094848632812,1.5658363103866577,881.9459838867188,65.37874603271484,172.5064239501953,1.2960857152938843,1088.2525634765625,40.7644157409668,150.78944396972656,2.346920967102051,2910.227294921875,1.1986130475997925,1.6528539657592773,1.6371233463287354,7.131889343261719,10841945.482454697
4500,1.9321528673171997,1.9987671375274658,8.696076393127441,1.035753607749939,50.493839263916016,167.9103546142578,1.6334491968154907,2814.53857421875,64.54743957519531,171.78990173339844,1.3250715732574463,740.91748046875,39.91195297241211,150.8727264404297,2.5276296138763428,2213.93896484375,1.1641415357589722,1.5639132261276245,2.017914056777954,8.553803443908691,15360466.247921886
4999,1.9327746629714966,1.9987903833389282,8.69262409210205,1.0354083776474,49.213104248046875,167.51881408691406,1.6627103090286255,1267.4891357421875,64.10346221923828,171.5653533935547,1.3462713956832886,7670.9716796875,40.448787689208984,151.4741973876953,2.6465392112731934,1593.3905029296875,1.1488279104232788,1.521946907043457,2.31563138961792,9.473888397216797,19079537.84043623
